#{"t_start": 1651395587.507558, "env_id": "cruise-ctrl-v0"}
r,l,t
-0.637619,101,4625.140657
0.313787,101,4625.719158
-8.516771,7,4625.759316
0.087155,101,4626.337622
0.705574,101,4626.91584
-8.530814,5,4626.944636
-8.797342,7,4626.985182
0.236908,101,4627.566064
-8.518961,8,4627.612971
-0.059054,101,4628.191362
-0.228291,101,4628.776101
-0.419693,101,4629.359881
0.826435,101,4629.95264
-0.943294,101,4630.559566
-0.247009,101,4631.144014
0.194129,101,4631.725985
-0.084081,101,4632.308674
0.109577,101,4632.892275
0.518659,101,4633.477773
0.22302,101,4634.061033
-9.037399,4,4634.084157
0.623435,101,4634.668584
0.874793,101,4635.252178
-0.248882,101,4635.835189
-0.429368,101,4636.417651
0.228196,101,4636.998718
-8.542203,5,4637.027585
0.537846,101,4637.609111
0.663738,101,4638.194864
0.266047,101,4638.775355
-1.052844,101,4639.357821
-8.679191,6,4639.393159
0.994247,101,4639.975031
0.212528,101,4640.556217
0.117493,101,4641.137383
-0.024698,101,4641.717317
-0.046186,101,4642.295524
0.313982,101,4642.874915
1.009446,101,4643.452893
0.164796,101,4644.03124
-0.144966,101,4644.609775
0.696288,101,4645.192741
-0.294443,101,4645.771451
0.786299,101,4646.353437
0.383304,101,4646.93466
-0.547123,101,4647.513917
0.058463,101,4648.095206
-0.290568,101,4648.67654
0.034618,101,4649.255717
0.268045,101,4649.842287
-0.579749,101,4650.424883
-0.564331,101,4651.010739
0.917222,101,4651.590683
-0.405349,101,4652.171115
-0.044316,101,4652.755939
0.085457,101,4653.339322
-0.081062,101,4653.923302
-0.769544,101,4654.504385
-0.105172,101,4655.08715
-0.415934,101,4655.669891
-0.13479,101,4656.25334
-1.271288,101,4656.840031
0.894024,101,4657.422944
0.51769,101,4658.005609
0.054325,101,4658.589241
-9.407439,4,4658.613409
-8.456127,5,4658.642912
-0.045397,101,4659.225915
0.100896,101,4659.81095
0.694073,101,4660.394377
-0.333555,101,4660.98158
0.318296,101,4661.560565
0.651408,101,4662.14441
-0.277769,101,4662.724685
0.288045,101,4663.303051
1.169673,101,4663.882854
0.521253,101,4664.461339
-0.350658,101,4665.042271
-0.142782,101,4665.620342
-0.044279,101,4666.199905
-0.225685,101,4666.779222
0.205223,101,4667.358218
0.421481,101,4667.947548
0.502598,101,4668.527186
0.066368,101,4669.10742
-0.638287,101,4669.686764
-0.31605,101,4670.267004
0.610102,101,4670.845637
-0.109684,101,4671.426419
1.063503,101,4672.006264
0.194041,101,4672.585006
0.027723,101,4673.163553
-0.31501,101,4673.747904
-8.651843,8,4673.7938
0.415995,101,4674.371739
-0.48525,101,4674.952684
-8.422395,5,4674.981398
0.934412,101,4675.566566
-8.33125,7,4675.607721
-0.181344,101,4676.190665
-0.02334,101,4676.77628
-0.219454,101,4677.357755
-1.200855,101,4677.941252
-0.095064,101,4678.522641
-0.333165,101,4679.104011
0.198097,101,4679.688744
-0.435869,101,4680.27158
0.483468,101,4680.853824
0.437045,101,4681.435006
-8.459121,4,4681.458508
0.584342,101,4682.042017
-0.057757,101,4682.627026
0.588147,101,4683.208952
0.028046,101,4683.791648
0.951506,101,4684.375738
1.16859,101,4684.95983
0.410529,101,4685.545701
0.165926,101,4686.129701
0.976203,101,4686.713776
-0.082803,101,4687.294947
0.639938,101,4687.881645
0.301701,101,4688.461085
0.095117,101,4689.040984
0.498399,101,4689.620407
0.23594,101,4690.20866
0.071246,101,4690.790137
-0.368777,101,4691.377244
-9.11248,7,4691.417884
-0.548948,101,4691.999953
-0.104817,101,4692.583046
-0.834013,101,4693.168638
-0.832541,101,4693.750961
-0.184677,101,4694.3332
1.552621,101,4694.91814
1.026029,101,4695.499398
-0.042198,101,4696.086114
-0.475259,101,4696.679087
-0.126887,101,4697.253501
-0.671417,101,4697.832251
0.63527,101,4698.415063
0.018421,101,4698.998125
0.033285,101,4699.580744
-8.650473,6,4699.616149
-0.129778,101,4700.200852
0.449166,101,4700.782823
-0.157176,101,4701.366537
-0.081199,101,4701.94905
-0.698101,101,4702.535075
0.060577,101,4703.118046
0.293944,101,4703.701148
-0.580702,101,4704.286633
-0.433478,101,4704.869833
0.421322,101,4705.450344
0.181254,101,4706.033742
-8.067855,8,4706.079682
-0.472627,101,4706.660648
-0.052206,101,4707.240989
-0.108836,101,4707.821059
-0.227408,101,4708.403317
0.468851,101,4708.984038
-0.468306,101,4709.563783
-0.38617,101,4710.146211
0.585791,101,4710.728297
0.023757,101,4711.308009
0.144085,101,4711.889472
-8.603007,4,4711.912636
0.731848,101,4712.492861
0.487368,101,4713.072671
0.228906,101,4713.652658
-8.745557,6,4713.687216
0.263157,101,4714.270396
-0.104432,101,4714.850218
0.029762,101,4715.430228
0.909658,101,4716.011247
0.161912,101,4716.591886
-0.086228,101,4717.17328
-0.03923,101,4717.754323
0.955381,101,4718.332868
0.790138,101,4718.91197
-0.410015,101,4719.490823
0.374834,101,4720.076908
0.307993,101,4720.657262
-8.426282,8,4720.703494
-0.314398,101,4721.28399
0.028364,101,4721.864938
-0.096744,101,4722.444656
0.182422,101,4723.026265
0.669628,101,4723.60691
-0.958555,101,4724.18666
-0.169189,101,4724.767454
0.045776,101,4725.347041
0.549174,101,4725.931023
0.405667,101,4726.510987
0.268722,101,4727.09166
-8.451827,5,4727.120687
0.740763,101,4727.700892
0.411989,101,4728.281734
-0.855322,101,4728.861814
0.693569,101,4729.440116
0.431348,101,4730.020814
-0.352135,101,4730.599824
-0.493219,101,4731.178517
-8.330833,8,4731.224704
0.406762,101,4731.808393
0.596711,101,4732.385663
0.263783,101,4732.966492
-0.079814,101,4733.545924
0.134243,101,4734.124705
-0.831495,101,4734.705328
-1.20362,101,4735.285328
-0.261681,101,4735.865901
-0.508952,101,4736.44449
0.051911,101,4737.030959
1.096275,101,4737.610513
-0.082668,101,4738.188708
0.410216,101,4738.768888
-1.07939,101,4739.346524
-0.395801,101,4739.930316
-0.884123,101,4740.509812
-0.001999,101,4741.090436
-0.291563,101,4741.670259
0.118347,101,4742.248526
-0.201202,101,4742.8318
1.012451,101,4743.409244
0.084517,101,4743.988468
-0.003776,101,4744.566793
0.248106,101,4745.146958
0.127676,101,4745.72557
0.743518,101,4746.303444
0.132102,101,4746.881976
0.737729,101,4747.46098
-0.362073,101,4748.04106
-0.608043,101,4748.623991
0.093855,101,4749.202921
-8.144753,5,4749.231717
0.287869,101,4749.814042
-0.067349,101,4750.394096
0.328901,101,4750.975753
0.123808,101,4751.553126
-0.378578,101,4752.131523
0.253393,101,4752.713041
1.192156,101,4753.290774
-0.255103,101,4753.869617
-0.249423,101,4754.45214
0.676744,101,4755.039701
-0.312086,101,4755.623549
0.250933,101,4756.208478
0.527928,101,4756.791522
0.224876,101,4757.376151
-0.17081,101,4757.959757
-0.287912,101,4758.54034
0.236627,101,4759.12079
0.272343,101,4759.703236
-0.305668,101,4760.290151
-0.283995,101,4760.875526
-8.592021,5,4760.904402
0.516735,101,4761.486689
0.098949,101,4762.065549
-0.882515,101,4762.646814
0.042768,101,4763.226353
-0.645489,101,4763.805885
-0.415848,101,4764.383805
0.362991,101,4764.964769
-8.692017,7,4765.004957
0.077378,101,4765.586476
0.190496,101,4766.170141
0.623134,101,4766.75174
-0.152855,101,4767.330768
0.36862,101,4767.914862
0.397899,101,4768.494644
-0.285619,101,4769.073813
0.210441,101,4769.652995
-0.163375,101,4770.232362
-1.864789,101,4770.811857
0.262033,101,4771.391863
-8.354499,6,4771.42634
0.244378,101,4772.027507
-1.103034,101,4772.61932
-0.115423,101,4773.200829
0.030135,101,4773.781581
-0.422948,101,4774.362529
-8.533824,7,4774.402932
0.312718,101,4774.985403
0.220258,101,4775.565472
-8.266559,5,4775.594281
-0.072681,101,4776.177789
-0.551891,101,4776.758357
-0.577729,101,4777.342212
0.761279,101,4777.925139
-7.881232,6,4777.959781
0.0991,101,4778.540246
-0.558912,101,4779.122158
0.413733,101,4779.703439
-0.565455,101,4780.284059
-0.386241,101,4780.865382
-1.099296,101,4781.445422
-0.38322,101,4782.027101
0.459634,101,4782.613604
0.648687,101,4783.198328
-0.066622,101,4783.780706
-1.565065,101,4784.363353
0.701635,101,4784.948696
0.722564,101,4785.534918
-9.203654,5,4785.563735
-8.935428,5,4785.592872
0.073094,101,4786.177375
-0.144416,101,4786.759735
0.033478,101,4787.340015
1.111521,101,4787.924721
0.710914,101,4788.506087
-8.412343,6,4788.540689
-0.134965,101,4789.126775
0.376843,101,4789.708263
0.091385,101,4790.290213
-8.435771,7,4790.330632
-0.514192,101,4790.917337
-8.087846,7,4790.958711
0.122825,101,4791.54189
0.592069,101,4792.124435
0.604282,101,4792.705172
-1.091978,101,4793.286668
0.044692,101,4793.867635
-8.664348,5,4793.89678
-0.21822,101,4794.477813
0.512736,101,4795.064334
-0.198606,101,4795.653887
0.845994,101,4796.238254
-7.974923,10,4796.296405
-8.698562,8,4796.342754
0.147844,101,4796.925902
-0.209384,101,4797.5073
0.047546,101,4798.089908
-9.755574,3,4798.107848
-0.596296,101,4798.690312
-8.869413,3,4798.707689
-0.336456,101,4799.28889
0.566902,101,4799.872126
0.881334,101,4800.462044
-0.601846,101,4801.048609
0.226409,101,4801.6329
-0.279753,101,4802.213989
0.126363,101,4802.796323
0.51571,101,4803.377364
-8.626958,6,4803.412228
-0.087117,101,4803.996291
-9.031922,5,4804.025158
1.170126,101,4804.607396
0.414723,101,4805.189317
-0.223088,101,4805.77223
0.122001,101,4806.359717
-8.121283,7,4806.400095
0.157791,101,4806.982167
0.046427,101,4807.563449
0.115621,101,4808.145302
-8.275855,8,4808.191402
0.118282,101,4808.772194
0.249657,101,4809.353685
-0.822154,101,4809.93693
0.235525,101,4810.522459
0.263096,101,4811.105536
-0.022876,101,4811.687579
-0.292388,101,4812.275613
0.534832,101,4812.858058
-8.620451,4,4812.881234
-0.651944,101,4813.465264
-0.231373,101,4814.046502
0.449201,101,4814.627107
0.626964,101,4815.208466
-0.437413,101,4815.791585
-0.58538,101,4816.376844
0.373906,101,4816.955003
0.257125,101,4817.533234
-0.579525,101,4818.114448
-0.740913,101,4818.69332
-1.572658,101,4819.278757
-0.480953,101,4819.866329
0.342503,101,4820.447045
-0.165761,101,4821.027979
0.45508,101,4821.607711
0.111369,101,4822.186628
-0.085619,101,4822.767254
-8.214145,7,4822.807697
0.805273,101,4823.389124
-8.350377,5,4823.418229
-8.597745,6,4823.45642
0.154229,101,4824.043393
-0.499686,101,4824.623381
-0.326336,101,4825.204585
0.06,101,4825.784371
0.437538,101,4826.36388
-0.048068,101,4826.943372
-0.770759,101,4827.52296
-0.378289,101,4828.10334
-0.044939,101,4828.683659
-0.232812,101,4829.265595
0.946407,101,4829.844785
-8.262345,8,4829.891459
-1.259819,101,4830.471896
-0.616071,101,4831.051162
-0.423457,101,4831.630709
0.001779,101,4832.209173
1.033646,101,4832.788007
0.436395,101,4833.366808
-0.248704,101,4833.94561
0.033685,101,4834.522892
0.910093,101,4835.106316
0.51184,101,4835.68701
-8.222197,5,4835.715909
0.31253,101,4836.296996
-1.041731,101,4836.877314
0.31852,101,4837.455376
-0.422492,101,4838.035447
-0.086819,101,4838.6149
-0.694013,101,4839.193391
0.803957,101,4839.773628
-0.752887,101,4840.352558
-0.099929,101,4840.936133
0.502409,101,4841.515444
-8.863518,5,4841.544133
-8.860156,5,4841.572992
0.581129,101,4842.151973
-7.925524,10,4842.209508
0.895205,101,4842.789525
0.242087,101,4843.367177
0.094976,101,4843.948141
0.115421,101,4844.528942
-0.200844,101,4845.109545
-1.098928,101,4845.689606
1.192303,101,4846.269375
0.208064,101,4846.85365
0.151448,101,4847.434057
-0.383005,101,4848.013296
-0.156412,101,4848.591599
0.22278,101,4849.170203
-0.70574,101,4849.749234
0.700365,101,4850.327904
-0.238963,101,4850.911151
0.532532,101,4851.490005
-0.497775,101,4852.069767
-0.296072,101,4852.65373
-0.466816,101,4853.232049
0.329325,101,4853.812066
-8.513899,5,4853.84091
0.84804,101,4854.41941
0.780698,101,4854.999667
0.193785,101,4855.577739
0.024949,101,4856.159926
-8.105282,5,4856.188698
-0.358876,101,4856.768051
-0.737528,101,4857.345135
-0.660093,101,4857.927467
-0.396248,101,4858.505247
-0.428091,101,4859.08369
-0.566774,101,4859.66148
0.231066,101,4860.240643
0.918876,101,4860.819815
-0.031439,101,4861.399586
-0.347134,101,4861.979542
0.606657,101,4862.558205
0.743688,101,4863.137828
0.618008,101,4863.721176
-0.659324,101,4864.299113
-9.150298,6,4864.333546
-0.009774,101,4864.914926
-0.865746,101,4865.495182
-0.738237,101,4866.076171
1.26998,101,4866.661526
0.261415,101,4867.249056
-0.306661,101,4867.851685
-0.085975,101,4868.453206
0.041725,101,4869.057331
-7.618721,7,4869.097953
-0.540938,101,4869.684094
0.00635,101,4870.267217
0.346892,101,4870.850152
-0.152325,101,4871.431388
-0.558178,101,4872.013169
0.525499,101,4872.595871
-0.86205,101,4873.181858
-0.801782,101,4873.764592
0.120287,101,4874.34387
0.042765,101,4874.925918
0.667937,101,4875.509842
0.348776,101,4876.093899
0.911892,101,4876.67577
0.343095,101,4877.256149
-0.03909,101,4877.837932
-0.162133,101,4878.420443
0.807638,101,4879.002324
0.320154,101,4879.58342
1.061441,101,4880.168662
-0.012143,101,4880.751524
-7.779618,7,4880.791898
-1.064933,101,4881.377928
-8.803054,5,4881.406955
0.081635,101,4881.993205
0.634401,101,4882.575705
-8.735,5,4882.60664
-0.706222,101,4883.188521
0.711028,101,4883.774363
-8.429979,8,4883.821184
-9.112298,5,4883.850265
-0.080484,101,4884.433726
-0.253697,101,4885.02035
-0.263407,101,4885.602634
-0.250818,101,4886.185616
0.139228,101,4886.768176
-0.702767,101,4887.354686
-0.396136,101,4887.936114
-0.804157,101,4888.51735
-0.688096,101,4889.099618
0.671514,101,4889.682395
-9.137705,4,4889.705539
0.64015,101,4890.288033
0.238056,101,4890.876574
0.527381,101,4891.46178
-9.48723,3,4891.479479
-0.002301,101,4892.064887
-8.131308,6,4892.099514
-0.10441,101,4892.688337
-0.260463,101,4893.270224
0.186982,101,4893.852941
1.131281,101,4894.434374
0.727846,101,4895.018549
-0.520076,101,4895.60101
0.355673,101,4896.183829
0.44147,101,4896.767613
-0.812454,101,4897.348687
0.542302,101,4897.930538
-0.146645,101,4898.51568
0.148816,101,4899.097333
0.275303,101,4899.680503
0.518372,101,4900.26536
0.306196,101,4900.84782
-0.056281,101,4901.431446
-0.989179,101,4902.015989
0.306557,101,4902.598751
0.274499,101,4903.181113
0.91719,101,4903.763772
0.793335,101,4904.348948
-0.382099,101,4904.933318
-8.491079,5,4904.962273
-8.738661,6,4904.997394
-1.028459,101,4905.579906
0.816885,101,4906.163572
-0.721669,101,4906.746249
-0.553446,101,4907.328098
-0.416113,101,4907.911246
0.627043,101,4908.49369
0.407762,101,4909.076955
-0.140755,101,4909.659708
-8.235216,8,4909.706031
-0.591053,101,4910.292105
0.231739,101,4910.875906
-0.012232,101,4911.457864
0.103231,101,4912.040372
0.579838,101,4912.622269
-8.909257,4,4912.64553
-0.33622,101,4913.227997
0.547361,101,4913.810188
-0.50238,101,4914.391565
0.212695,101,4914.975082
-0.112177,101,4915.558957
0.21845,101,4916.146644
-0.536334,101,4916.72968
-0.529328,101,4917.311565
0.440361,101,4917.895398
0.003676,101,4918.476825
-8.513211,6,4918.511991
0.319193,101,4919.103793
0.232286,101,4919.688577
0.308387,101,4920.275274
-8.390939,7,4920.315763
-0.025568,101,4920.900988
0.11304,101,4921.488071
-0.231285,101,4922.071871
0.234184,101,4922.654366
0.141063,101,4923.236218
0.541332,101,4923.8186
-1.009518,101,4924.401523
-0.58595,101,4924.989019
-0.469473,101,4925.5711
0.886465,101,4926.158081
0.445999,101,4926.743078
-8.756634,7,4926.78415
0.715305,101,4927.370177
0.229683,101,4927.957231
0.095851,101,4928.539016
-0.591833,101,4929.125185
0.233202,101,4929.720482
0.2554,101,4930.306966
-9.299064,3,4930.324542
-0.137018,101,4930.911327
-8.684464,5,4930.940595
-0.532084,101,4931.524098
-0.266096,101,4932.11157
0.345751,101,4932.69841
-0.216236,101,4933.283917
0.259967,101,4933.870686
0.237694,101,4934.454161
0.38179,101,4935.041281
0.558594,101,4935.628096
0.229497,101,4936.209862
-0.38257,101,4936.796046
-8.736882,5,4936.825254
-0.820182,101,4937.407967
0.180386,101,4937.991063
0.411403,101,4938.573434
-1.121707,101,4939.158417
-8.39964,4,4939.181616
0.465606,101,4939.77146
0.083998,101,4940.359253
0.188501,101,4940.946184
-0.060562,101,4941.529663
0.454888,101,4942.115244
-0.229495,101,4942.708366
0.457585,101,4943.294167
0.582675,101,4943.880601
0.781075,101,4944.464447
-0.005338,101,4945.053549
-1.10171,101,4945.63854
-0.912805,101,4946.227725
-0.225166,101,4946.812896
-0.084958,101,4947.398009
-1.045558,101,4947.983184
-0.427637,101,4948.568358
0.158134,101,4949.151024
-0.150969,101,4949.735505
0.17336,101,4950.320542
-0.187739,101,4950.908034
0.284065,101,4951.494847
1.019901,101,4952.079765
0.658251,101,4952.66369
-0.330256,101,4953.247506
-0.052722,101,4953.833035
0.354189,101,4954.415761
1.081362,101,4955.001948
0.801549,101,4955.584769
-0.210829,101,4956.169415
0.116753,101,4956.758488
0.567852,101,4957.343462
0.056755,101,4957.928382
-1.047601,101,4958.513766
0.343134,101,4959.099094
0.50212,101,4959.685331
-0.219842,101,4960.268882
-0.531994,101,4960.855077
0.023609,101,4961.440709
-0.142546,101,4962.025763
0.553564,101,4962.614918
0.30802,101,4963.201573
-0.246735,101,4963.788351
-0.106416,101,4964.371913
0.111165,101,4964.967467
0.307251,101,4965.55042
0.4786,101,4966.139261
0.667421,101,4966.720296
-0.613179,101,4967.299423
-0.426774,101,4967.881999
-0.539909,101,4968.46198
0.236374,101,4969.041887
-0.319271,101,4969.621704
0.570525,101,4970.202008
0.632143,101,4970.783638
-0.280304,101,4971.363455
-0.46188,101,4971.945553
-0.200535,101,4972.52512
0.242428,101,4973.104034
0.678968,101,4973.6878
-9.100961,7,4973.728164
0.14909,101,4974.309269
0.080819,101,4974.892081
0.184061,101,4975.471443
0.257659,101,4976.051881
-9.448247,3,4976.069236
-0.127735,101,4976.649052
0.548905,101,4977.22776
0.182822,101,4977.818996
0.082319,101,4978.398808
-0.212166,101,4978.984113
-0.308574,101,4979.570533
-0.338841,101,4980.154383
-0.020238,101,4980.739982
-0.547668,101,4981.325275
-0.054372,101,4981.908079
0.250607,101,4982.489205
-0.368972,101,4983.074055
0.604393,101,4983.657164
0.411722,101,4984.239436
0.043142,101,4984.823573
0.597797,101,4985.411911
-0.224459,101,4985.996181
0.092885,101,4986.579296
0.098533,101,4987.162126
0.26724,101,4987.745289
0.390831,101,4988.329048
-0.470408,101,4988.912
-0.228128,101,4989.496032
-8.434872,6,4989.531037
0.010483,101,4990.118364
-0.153093,101,4990.704087
0.598257,101,4991.293296
-1.15857,101,4991.878406
-0.163613,101,4992.460606
-0.277512,101,4993.046155
0.259826,101,4993.62989
-0.762766,101,4994.211974
0.435451,101,4994.795923
0.017994,101,4995.380689
-0.23987,101,4995.966073
-1.003629,101,4996.551011
-0.561763,101,4997.137243
-0.164549,101,4997.724347
-20.579653,101,4998.308386
0.614441,101,4998.892291
-0.056389,101,4999.474957
0.792916,101,5000.061452
-0.433491,101,5000.646857
0.580425,101,5001.231465
0.471347,101,5001.818378
-0.54634,101,5002.401668
-9.203164,4,5002.424832
0.297264,101,5003.011359
-0.157739,101,5003.591009
0.588241,101,5004.173068
0.08658,101,5004.755913
-9.015448,4,5004.779018
-0.12077,101,5005.359948
0.649967,101,5005.940336
0.139323,101,5006.51888
0.507226,101,5007.097906
0.245854,101,5007.677244
0.30926,101,5008.256013
0.220522,101,5008.841148
0.009536,101,5009.424126
-0.441469,101,5010.008724
-7.858036,6,5010.043657
0.409269,101,5010.626186
0.820123,101,5011.208092
-0.037889,101,5011.784102
0.50113,101,5012.36641
0.311126,101,5012.980701
-1.304179,101,5013.596645
-0.582759,101,5014.194838
0.353447,101,5014.777307
-8.806509,5,5014.806333
0.600918,101,5015.389574
-8.765231,5,5015.418487
0.642667,101,5016.003488
0.843046,101,5016.587515
0.915489,101,5017.169374
0.910275,101,5017.752318
-0.491721,101,5018.333563
-0.39896,101,5018.915858
0.320822,101,5019.497483
0.468534,101,5020.083646
0.367199,101,5020.666816
-0.396023,101,5021.249857
0.841434,101,5021.831929
-0.280495,101,5022.4148
-0.26218,101,5022.998018
-9.523415,4,5023.021247
0.640744,101,5023.607852
-1.058668,101,5024.191915
0.632374,101,5024.775582
-0.799162,101,5025.359776
-0.022646,101,5025.945161
-0.003645,101,5026.523135
-8.610292,7,5026.563419
-0.554598,101,5027.14571
0.197904,101,5027.727487
-9.129476,4,5027.750596
-0.542784,101,5028.329359
-8.805672,6,5028.364024
0.544971,101,5028.944785
0.18878,101,5029.522471
-9.338127,4,5029.545626
-0.198662,101,5030.12586
0.61492,101,5030.705482
0.240545,101,5031.284665
-0.170439,101,5031.878226
-8.517385,6,5031.912798
-0.566318,101,5032.490493
0.185803,101,5033.069616
-8.901257,7,5033.109931
-0.141907,101,5033.692931
-9.242631,7,5033.733365
0.24229,101,5034.315958
0.47262,101,5034.900944
-8.725731,5,5034.93035
-0.583356,101,5035.513378
1.18727,101,5036.10104
0.78216,101,5036.683449
-0.925975,101,5037.269017
-0.331078,101,5037.852484
-8.518366,4,5037.875636
0.711945,101,5038.457128
-0.525318,101,5039.041847
0.231703,101,5039.625118
0.092165,101,5040.208752
0.382835,101,5040.793706
-0.072545,101,5041.379503
-0.130884,101,5041.958568
-0.864447,101,5042.537347
0.263353,101,5043.120958
0.238,101,5043.703672
-8.815056,6,5043.740197
0.290536,101,5044.327529
0.420965,101,5044.910877
0.235736,101,5045.488829
-0.027983,101,5046.068861
-7.789568,6,5046.103374
-0.430088,101,5046.683162
1.324152,101,5047.260838
0.384839,101,5047.839887
-0.105629,101,5048.418636
0.166274,101,5049.002493
0.435846,101,5049.581998
0.550024,101,5050.163555
-0.152084,101,5050.74399
0.628116,101,5051.322679
-0.071529,101,5051.902048
-0.010036,101,5052.480614
-0.035121,101,5053.06088
0.145172,101,5053.642832
0.597899,101,5054.223204
-0.546886,101,5054.806828
0.206418,101,5055.387458
-7.982974,10,5055.444951
-0.742684,101,5056.028437
-0.5026,101,5056.609491
0.021772,101,5057.189617
0.55377,101,5057.770379
-0.076333,101,5058.349923
0.289193,101,5058.929258
0.231866,101,5059.50806
0.169453,101,5060.093578
0.117172,101,5060.681588
0.479286,101,5061.2617
0.303219,101,5061.842973
-0.503952,101,5062.422642
0.786807,101,5063.003002
-0.237423,101,5063.583594
0.730119,101,5064.166378
-0.221677,101,5064.751554
-0.988903,101,5065.332065
-0.159716,101,5065.913417
-8.292291,6,5065.948292
-7.667087,10,5066.010201
-0.341471,101,5066.590386
-0.452693,101,5067.172631
1.174557,101,5067.753548
-1.008243,101,5068.333136
0.015621,101,5068.912436
-0.533521,101,5069.491603
-1.243026,101,5070.082589
-8.978464,8,5070.128693
0.589277,101,5070.713784
-1.238534,101,5071.29649
0.269844,101,5071.887285
-0.470438,101,5072.468942
0.792771,101,5073.055437
-0.271355,101,5073.637855
0.371496,101,5074.219072
0.267719,101,5074.800895
-0.485549,101,5075.376974
-8.534585,9,5075.428452
0.905841,101,5076.005201
0.891988,101,5076.587966
0.874181,101,5077.171903
0.202321,101,5077.760794
0.702631,101,5078.343936
-0.143388,101,5078.926975
0.352151,101,5079.508087
-0.566096,101,5080.091928
0.450871,101,5080.676133
0.345637,101,5081.259461
0.70123,101,5081.841202
0.722328,101,5082.422396
0.824259,101,5083.008767
-0.00666,101,5083.595613
0.565412,101,5084.18376
0.122403,101,5084.769958
0.220933,101,5085.354509
-1.455301,101,5085.940263
0.936677,101,5086.52403
1.570955,101,5087.107434
-0.268083,101,5087.694282
0.508657,101,5088.278542
0.14578,101,5088.86149
0.125726,101,5089.449058
0.147527,101,5090.037306
0.011169,101,5090.621443
0.598222,101,5091.207096
-0.318758,101,5091.793388
-0.693364,101,5092.378782
0.390871,101,5092.964037
-0.0191,101,5093.549618
0.154097,101,5094.132196
0.955668,101,5094.716385
-0.000427,101,5095.305299
1.045499,101,5095.890201
-8.148753,6,5095.925427
-1.141864,101,5096.509609
-0.431028,101,5097.091754
0.989679,101,5097.677137
1.007233,101,5098.259729
-0.307749,101,5098.847137
0.432451,101,5099.425515
0.055471,101,5100.006235
0.865392,101,5100.584483
0.556008,101,5101.166322
0.474509,101,5101.747319
0.495465,101,5102.325077
-0.558928,101,5102.903827
-1.151569,101,5103.481264
0.096486,101,5104.062242
-0.692438,101,5104.642709
-0.49583,101,5105.223103
0.538864,101,5105.801495
0.34277,101,5106.384041
0.01591,101,5106.974674
0.283688,101,5107.554677
-0.581358,101,5108.134222
1.111397,101,5108.713962
1.384376,101,5109.293076
0.065915,101,5109.881618
-8.721199,6,5109.916319
-1.189943,101,5110.496512
0.048815,101,5111.080365
-0.281479,101,5111.65836
0.047649,101,5112.240502
-9.093023,6,5112.276151
0.490681,101,5112.858231
0.244083,101,5113.436105
0.81354,101,5114.014817
-0.742475,101,5114.593157
0.754173,101,5115.174158
-0.158402,101,5115.753122
0.746463,101,5116.331357
0.08681,101,5116.911279
0.798014,101,5117.489379
-0.67956,101,5118.071306
-8.968429,5,5118.100075
0.927575,101,5118.678165
-7.738956,10,5118.736412
-0.051473,101,5119.315131
-0.249639,101,5119.89439
0.580037,101,5120.473967
0.571102,101,5121.054859
-0.206666,101,5121.634292
-9.42317,5,5121.66307
-0.002966,101,5122.241049
-0.308207,101,5122.819477
-0.267021,101,5123.398248
-0.241186,101,5123.982052
-0.258099,101,5124.560148
-0.297139,101,5125.13887
0.529396,101,5125.718914
-8.54848,6,5125.753342
0.259712,101,5126.331537
0.089578,101,5126.910635
-1.132004,101,5127.489193
0.181066,101,5128.068584
-0.209975,101,5128.647879
-21.642511,101,5129.2264
-1.667907,101,5129.808658
-7.879688,9,5129.860848
0.198967,101,5130.439097
0.557935,101,5131.019968
0.185999,101,5131.592669
-0.432664,101,5132.161019
-0.535318,101,5132.743876
-0.166538,101,5133.324373
-0.780479,101,5133.908271
0.077607,101,5134.489136
-0.048841,101,5135.074052
-0.869003,101,5135.66059
-0.229607,101,5136.244836
-0.288948,101,5136.827044
-0.429582,101,5137.409066
-8.359131,5,5137.43804
0.068106,101,5138.020911
-0.305537,101,5138.603807
0.092244,101,5139.185878
-7.96783,7,5139.22625
1.663657,101,5139.809785
-0.750692,101,5140.392735
0.310162,101,5140.995901
0.766378,101,5141.586255
-1.140347,101,5142.169054
0.254931,101,5142.752097
-0.398135,101,5143.334318
-0.021904,101,5143.91723
-0.452281,101,5144.499431
-0.512996,101,5145.082915
0.540372,101,5145.666438
0.549316,101,5146.250053
-0.065191,101,5146.837006
0.194447,101,5147.419742
0.030606,101,5148.004722
0.652765,101,5148.589031
-0.498698,101,5149.172618
-9.087732,7,5149.213023
-0.265829,101,5149.80025
-0.097067,101,5150.383312
0.278342,101,5150.966203
0.174818,101,5151.549248
0.68109,101,5152.131979
-0.13554,101,5152.718652
0.243419,101,5153.300158
-0.766848,101,5153.882016
1.009171,101,5154.463707
0.205119,101,5155.046174
-0.489009,101,5155.629833
-0.579056,101,5156.212721
0.491678,101,5156.795738
0.806686,101,5157.377965
0.071248,101,5157.961983
-0.440529,101,5158.547475
0.063351,101,5159.132072
-0.048921,101,5159.713121
0.142121,101,5160.291856
0.614001,101,5160.871256
-0.644285,101,5161.450966
1.335394,101,5162.0305
-0.430439,101,5162.610089
0.13798,101,5163.188419
-0.312151,101,5163.767615
-0.439074,101,5164.351292
0.270108,101,5164.932958
-1.446021,101,5165.511254
-8.744072,4,5165.534381
